index,Date,Time,URL,Hit Sentence,Influencer,Country,Language,Reach,Engagement,AVE,Sentiment,Key Phrases,Input Name,Keywords,Twitter Authority,Tweet Id,Twitter Id,Twitter Client,Twitter Screen Name,User Profile Url,Twitter Bio,Twitter Followers,Twitter Following,Alternate Date Format,Time,State,City,Views,Likes,Replies,Retweets,Shares,Reactions,Threads,Is Verified,Parent URL
11308,11-Apr-23,05:53PM,http://twitter.com/Wfkane2/statuses/1645907996281585669,@Meidas_LaurenA They are mad because the ACLU took their book banning to court and won. Missouri has gone bright red and now they have no libraries. When Missouri needs federal funds I hope the white house negotiates with them to reopen the libraries.,@Wfkane2,United States,English,1197,182,11.07,Negative,"book,federal funds,libraries,white house",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning",5,"""1645907996281585669""","""1464387152096428032""",Twitter Web App,BillKane,http://www.twitter.com/Wfkane2,Got locked out of my account williamfkane2. So it looks like I have to start over again. I am still a resister and hate what the GQP stands for.,1197,1484,11-Apr-23,5:53 PM,Delaware,Delaware City,1207,145,7,28,30,145,7,FALSE,http://twitter.com/Meidas_LaurenA/statuses/1645890609637638144
11402,11-Apr-23,05:31PM,http://twitter.com/jscurry44/statuses/1645902531820675074,Missouri House Republicans vote to defund public libraries: report - Raw Story - Celebrating 19 Years of Independent Journalism ⁦@rolandsmartin⁩ Hey banning books isn’t enough. How about closing down libraries. SMDH   /lJmEsUPGqq,@jscurry44,United States,English,1207,148,11.16,Negative,"Raw Story,books,down libraries,public libraries,report",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",6,"""1645902531820675074""","""375927450""",Twitter for iPhone,j scurry,http://www.twitter.com/jscurry44,"Retired salesman,Grandfather, Jazz Lover",1207,1927,11-Apr-23,5:31 PM,Texas,,8975,80,6,56,62,80,6,FALSE,
11440,15-Apr-23,11:43AM,http://twitter.com/Lon_S_J/statuses/1647264413232111616, @MSNBC: Disturbing trend From banning books To Defunding libraries G🔴P wants to create a society full of mindless fools following them blindly Free will and education will win in the end #ONEV1 #FreshResists #Dems4Rights ; “It’s straight out of a dystopian novel.” Missouri State Rep. Peter Merideth blasts GOP lawmakers for their new efforts to defund libraries after pushback over book bans.   /iuXx4Cvalo   /MYJmlHviMw,@Lon_S_J,United States,English,11605,150,107.35,Negative,"Disturbing trend,bans,dystopian novel,education,libraries after pushback over book,mindless fools,new efforts,society",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans,banning,books",8,"""1647264413232111616""","""853711965541105664""",Twitter for Android,Ms. Lonnie 🦋💜🤗,http://www.twitter.com/Lon_S_J,"❤️Happily married 😻animals, 💃dancing. 🎉. @TheBrightonBeat 🎺 @MrCliffordBand 🍫 @BrianRigbyMusic🎸 #ONEV1 Z2 #FreshResists #Dems4Rights #IStandWithUkraine",11605,10367,15-Apr-23,11:43 AM,New York,New York City,2766,80,11,58,59,80,11,FALSE, //twitter.com/MSNBC/statuses/1647259315403730944
11599,18-Feb-23,07:58PM, //twitter.com/oldandcray/statuses/1627110391431012352,"@piper4missouri The book that ought to be banned is the Bible. It's full of: rape, murder, incest, adultery, war, prostitution, violence, execution.",@oldandcray,United States,English,653,199,6.04,Negative,"book,execution,murder,rape,violence",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banned",5,"""1627110391431012352""","""1309537879""",Twitter Web App,fella gone fission ⚛️🎣, //twitter.com/oldandcray,"911 first responder, sailor, and shipbuilder (retired) now a fun loving cartoon dog @fella_gone_fission@union.place @oldandcray on post",653,1358,18-Feb-23,7:58 PM,Virginia,,1950,187,5,7,7,187,5,FALSE, //twitter.com/piper4missouri/statuses/1627061548387827712
11677,22-May-23,07:04AM,http://twitter.com/moalusi_victor/statuses/1660602618136100864," @notcapnamerica: I don't know about anyone else but it's becoming alarmingly clear that a vast majority of anti LGBTQ people are actual sexual predators ; Kansas City, MO man Ryan Utterback sought to ban several LGBT books from schools for allegedly depicting sexual content and ""grooming"" children. He's now facing a felony charge of second-degree child molestation.   /7oWx9kk85r",@moalusi_victor,United States,English,2269,159,20.99,Negative,"actual sexual predators,children,felony charge,schools,second-degree child molestation,several LGBT books,sexual content,vast majority",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",6,"""1660602618136100864""","""1516703689100210185""",Twitter for Android,I...AM... ATOMIC 🇿🇲🇮🇱,http://www.twitter.com/moalusi_victor,(((((((( ○ ))))))))...🇮🇱🇿🇲🇺🇦 Exploding Stars & Black Holes,2269,2261,22-May-23,7:04 AM,Missouri,,8108,111,3,45,45,111,3,TRUE, //twitter.com/notcapnamerica/statuses/1660524580325212160
11713,20-Jun-23,12:01PM,http://twitter.com/MSNBC/statuses/1671186569179348992,"Nearly 1,500 instances of book-banning were charted across the U.S. in the first half of the 2022-23 school year, a new report finds, with bans most prevalent in Texas, Florida, Missouri, Utah, and South Carolina. (via The ReidOut Blog)   /rQXcjA1Y1J",@MSNBC,Unknown,English,5041478,155,46633.67,Negative,"book,first half,instances,new report",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning",10,"""1671186569179348992""","""2836421""",trueanthem_1_9,MSNBC,http://www.twitter.com/MSNBC,"The place for in-depth analysis, political commentary and diverse perspectives. Home of @MSNBCDaily.",5041478,790,20-Jun-23,12:01 PM,,,23184,64,48,43,43,64,48,TRUE,
11746,10-Jan-23,02:44PM,http://twitter.com/Lynnenallo/statuses/1612898196757549056,"LMAO at the people calling Newsom a Fascist for wanting to spare our air. These are the same people that think DeSantis is for Freedom. Banning gas fireplaces is not the same as banning books, dictating clothing and persecuting private businesses who speak against his agenda.",@Lynnenallo,United States,English,8399,178,77.69,Negative,"agenda,books,clothing,gas fireplaces",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",7,"""1612898196757549056""","""46705814""",Twitter Web App,Lynnez ♥️ Rib Gone Rogue,http://www.twitter.com/Lynnenallo,"@Lynnenallo@mstdn.social I love my family, funny people and cheese enchiladas! You know our ♥️will NFA! 🌊🇺🇸",8399,8925,10-Jan-23,2:44 PM,California,California City,,148,5,,25,148,5,FALSE,
11823,7-Apr-23,05:31AM,http://twitter.com/TriniGyal247/statuses/1644271587015680010,@RyanShead But yet they’re BANNING books because it might make a white child feel UNCOMFORTABLE….make it make sense.,@TriniGyal247,Unknown,English,15912,183,147.19,Negative,"books,sense",(book OR books) NEAR (ban OR banned OR banning OR ban,"BANNING,books",8,"""1644271587015680010""","""359019937""",Twitter for iPhone,𝑆𝑎𝑠𝑠𝑦 𝑄𝑢𝑒𝑒𝑛 𝐷𝑒𝑒❦❧ 𝒜𝓇𝓉𝒾𝓈𝓉,http://www.twitter.com/TriniGyal247,Good Reads | Black History Is Real | 🎶Enthusiast BLM 24/7——𝑊𝑂𝑀𝐸𝑁’𝑆 𝐶𝐻𝑂𝐼𝐶𝐸——LGBTQ-Ally TRUE💙 Followed by @glennkirschner2,15912,12905,7-Apr-23,5:31 AM,,,1753,163,2,18,18,163,2,FALSE,http://twitter.com/RyanShead/statuses/1644228363425546241
11862,29-Mar-23,07:16PM,http://twitter.com/dbrlworkers/statuses/1641217734494105600," @MOlibraries: We are disappointed to see the legislature zero out funding for libraries in retaliation for the lawsuit the ACLU, the MASL, and the MLA have brought over book bans in schools that disproportionately target queer and POC communities. Cutting funding will have a outsized 1/2 ; The MO House of Representatives voted to remove all funding to public libraries because they don't want MLA to use state money in our lawsuit against govt censorship. A few notes: 🧵 #FreedomToRead",@dbrlworkers,Unknown,English,377,148,3.49,Negative,"MASL,MLA to use,book bans,few notes,funding,funding for libraries in retaliation,govt censorship,lawsuit,schools,target queer and POC communities",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",5,"""1641217734494105600""","""1489324842851749888""",Twitter for Android,DBRL Workers United - AFSCME Local 3311,http://www.twitter.com/dbrlworkers,Protect out libraries and say NO to funding cuts and censorship:,377,156,29-Mar-23,7:16 PM,,,22171,95,1,49,52,95,1,FALSE, //twitter.com/MOlibraries/statuses/1641140653793878016
11874,15-Dec-22,09:00PM,http://twitter.com/ILoveLibraries/statuses/1603570621304262658,"Our latest roundup of news on book bans and challenges happening across the U.S. includes reports from Louisiana, Missouri, Kansas, and Texas, and a look at the surge of conservative groups driving book bans.   /fvlYoUVx4c",@ILoveLibraries,United States,English,59993,137,554.94,Negative,"book bans,challenges,conservative groups,latest roundup,look,news on book",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",9,"""1603570621304262658""","""40946856""",Sprout Social,ilovelibraries.org,http://www.twitter.com/ILoveLibraries,Supporting one of our nation's most valuable resources. http://ilovelibraries.org is an initiative of @ALALibrary.,59993,4607,15-Dec-22,9:00 PM,Illinois,Chicago,17552,71,3,60,63,71,3,FALSE,
12051,28-Mar-23,09:50AM,http://twitter.com/LizShuler/statuses/1640713073932771333," @AFTunion: Culture wars & attacks on public schools aren’t about protecting kids. @rweingarten is right: ""public schools are cornerstones of community, of our democracy, our economy and our nation."" #WhatKidsNeed are resources, not book bans. ; Over the last 3 years, lawmakers in 45 states have passes laws placing schools at the center of the culture wars - banning books like these about Ruby Bridges, Anne Frank, and Roberto Clemente. #WhatKidsNeed @rweingarten   /3v0I0mhMZO",@LizShuler,United States,English,38154,146,352.92,Negative,"Culture wars & attacks,book bans,center,cornerstones of community,democracy,economy,kids,laws,nation,public schools,resources",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans,banning,books",9,"""1640713073932771333""","""62343633""",Twitter Web App,Liz Shuler,http://www.twitter.com/LizShuler,President of the @AFLCIO. Oregonian. Home union @IBEW. Solidarity forever! she/her #1u,38154,1622,28-Mar-23,9:50 AM,"Washington, D.C.","Washington, D.C.",13428,92,4,47,50,92,4,TRUE, //twitter.com/AFTunion/statuses/1640710171386150912
12191,12-Apr-23,04:49PM,http://twitter.com/AymannJames/statuses/1646254135636029440," @twt2718: What you are describing is a concerted effort by theocrats to rearrange our democracy until it fits their myopic worldview! Which would be no democracy at all! Thanks   /QM82lpM7Od ; @AymannJames I couldn’t imagine anything more anti-1A than banning books. It belongs with jailing journalists, bulldozing churches/synagogues/mosques & suspending habeas corpus indefinitely to imprison those who protest these abuses. Thanks for leading the way MO, TX & FL🖕🏼‼️ #DemVoice1",@AymannJames,United States,English,25781,136,238.47,Negative,"abuses,books,concerted effort,democracy,habeas corpus,jailing journalists,myopic worldview,theocrats to rearrange",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",8,"""1646254135636029440""","""1020827055724814336""",Twitter Web App,James Aymann,http://www.twitter.com/AymannJames,Fight for What is Right. Majority Rule Democracy. #Resist #VetsResist #FBR #Ukraine #prochoice #GunControlNow #Bernie2020 #DemVoice1 @Angie_Keathley @Sbh08Mae,25781,26564,12-Apr-23,4:49 PM,Nevada,Las Vegas,2546,75,4,55,57,75,4,FALSE, //twitter.com/twt2718/statuses/1646246622886522884
12259,2-Sep-23,10:29PM,http://twitter.com/ifudontlike2bad/statuses/1698161335081795949," @piper4missouri: It's a shame mediocre white men don't take democracy as seriously as they take lives, take lands, instill book bans, take credit for things they voted against.... etc. May I one day have the confidence of a mediocre & shameless white man. Actually, no, I'm good. #MediocreWhiteMen ; Meet the Missouri 1776 PAC. Their Vision: “We seek to ensure the great state of Missouri not only remains a RED STATE, but also takes its place alongside states like Florida and Texas, as beacons of Liberty and Freedom for the rest of America to follow.” What do you notice?   /ckhFsnNGgh",@ifudontlike2bad,United States,English,30232,191,279.65,Negative,"book,confidence,democracy,lands,lives,mediocre white men,shame,shameless white man",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",8,"""1698161335081795949""","""1636096532""",Twitter for Android,SUSAN 🇺🇲♀️🇺🇦,http://www.twitter.com/ifudontlike2bad,Proud mom. Campaign worker. Political whore. I shame/expose/correct ignorance w facts. Patriots don't support Trump #BLM #GunReform #RoeVsWade LGBTQ+Ally,30232,23526,2-Sep-23,10:29 PM,California,California City,6266,123,25,43,43,123,25,FALSE, //twitter.com/piper4missouri/statuses/1698143204057473109
12266,4-Jun-23,02:38PM,http://twitter.com/wyonaf/statuses/1665427823119544322,"Book bans in schools are currently in Florida (R), Texas (R), Missouri (R), Utah (R), & South Carolina (R). These policies are spreading like wildfire across the Republican states. I added the (R) to the states as some of my peeps tweeted that this is a (D) ban - not. Thoughts?",@wyonaf,United States,English,57643,159,533.2,Negative,"Book bans,policies,schools,wildfire",(book OR books) NEAR (ban OR banned OR banning OR ban,"Book,bans",9,"""1665427823119544322""","""335295766""",Twitter for iPhone,"Wyona M Freysteinson, PhD, MN, RN, FAAN (she/her)",http://www.twitter.com/wyonaf,"Nursing Professor: Wise Grandmother & now an Activist for Gun Control, Health for All, and Common Sense! No DMs.",57643,36404,4-Jun-23,2:38 PM,Texas,Houston,2794,101,26,30,32,101,26,TRUE,
12331,11-Apr-23,08:54PM,http://twitter.com/lflorepolitics/statuses/1645953536465977345, @AnonOpsSE: Republicans in Missouri vote to strip funding from public libraries. This cannot stand. Fight back✊ #KnowledgeIsPower #ProudBlue ; Republicans in the Missouri on Tuesday voted to strip all public libraries of their funding due to a lawsuit by the ACLU challenging the states ban on books. Knowledge is power and the GOP do not want an educated public they want an obedient public #Anonymous #OpGOP Fight Back   /CINXiDNNqI,@lflorepolitics,Unknown,English,16058,133,148.54,Negative,"books,educated public,funding,obedient public,power,public libraries,states ban,vote to strip funding",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",8,"""1645953536465977345""","""1235584294111850496""",Twitter for iPhone,voteblue2020🇺🇦🌻🇺🇸,http://www.twitter.com/lflorepolitics,Passion~ Politics💙🌵Proud DEMOCRAT. Pro choice. Lifelong News junkie...Foodie🍴🍕Wine 🍷Cat owner🐾http://Post.news/lflorepolitics. All opinions are my own.,16058,16163,11-Apr-23,8:54 PM,,,2132,69,7,56,57,69,7,FALSE, //twitter.com/AnonOpsSE/statuses/1645924249935200257
12496,9-Feb-23,02:07PM,http://twitter.com/RayBake/statuses/1623760393754615811,"Book banning is fascist, @IAGovernor. It's censorship. It's the opposite of freedom. And it's authoritarian. #FreedomToRead #NOTYourChildren #MYOB   /6SAP14Icmj",@RayBake,United States,English,3242,145,29.99,Negative,"censorship,opposite of freedom",(book OR books) NEAR (ban OR banned OR banning OR ban,"Book,banning",7,"""1623760393754615811""","""271932229""",Twitter Web App,Raymond Baker,http://www.twitter.com/RayBake,"Fifth generation Iowan. Reader. Writer. Gardener. Goldendoodle Camper. Volunteer. LGBTQ Ally. Believer in Social Justice, Women's Rights, and Democratic Values.",3242,2652,9-Feb-23,2:07 PM,Iowa,Iowa City,,103,0,,42,103,0,FALSE,
12531,8-Jun-23,09:43AM,http://twitter.com/momsforsj/statuses/1666803079717482497,"@piper4missouri They ban books, cavort with unapologetic violent white nationalists, routinely target educators, bully Queer students, actively spread disinformation and unfounded accusations of the worst sort. What sort of designation were they hoping for?! Philanthropic? 🤣🤷‍♀️",@momsforsj,United States,English,7375,177,68.22,Negative,"Queer students,ban books,disinformation,target educators,unfounded accusations,violent white nationalists,worst sort",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",7,"""1666803079717482497""","""967608265348669441""",Twitter for iPhone,MomsForSocialJustice,http://www.twitter.com/momsforsj,"Moms getting sh*t done. ✊ Founding member of @SRCforEd. 🍎Community builders, advocates, social activists. 🏳️‍🌈 🏳️‍⚧️ 📚🟧",7375,4179,8-Jun-23,9:43 AM,Tennessee,Chattanooga,3102,156,12,9,9,156,12,TRUE,http://twitter.com/piper4missouri/statuses/1666793607666323458
12560,30-Nov-22,10:06AM,http://twitter.com/JonTurnerEdD/statuses/1597970343867842560,Roughly 300 books banned in 11 Missouri school districts @MoEducation since August. Removed books include art books about the Italian Renaissance and Michaelangelo and classic titles by Edgar Allan Poe and Bram Stoker. @MASALeaders @MOASSP @MOlibraries   /aDWfSn6ktU,@JonTurnerEdD,United States,English,2388,124,22.09,Negative,"Roughly 300 books,art books,classic titles",(book OR books) NEAR (ban OR banned OR banning OR ban,"books,banned",6,"""1597970343867842560""","""2387164387""",Twitter Web App,Jon Turner,http://www.twitter.com/JonTurnerEdD,University teacher-retired K-12 school teacher & admin. Rural schools advocate. 4-day school week researcher. Optimist. Bipartisan home. Galatians 6:9 #OldDad,2388,3169,30-Nov-22,10:06 AM,Missouri,Springfield,,51,11,,62,51,11,FALSE,
12594,20-May-23,06:07PM,http://twitter.com/teri_atthepaper/statuses/1660044692099158016,"The calls are coming from inside the house, where they’ve always been. _________ LGBTQ book ban proponent faces felony child molestation charge in Missouri   /umoexGi8Jm",@teri_atthepaper,United States,English,6450,151,59.66,Negative,"LGBTQ book ban proponent,calls,felony child molestation charge,house",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,ban",7,"""1660044692099158016""","""799371881375744001""",Twitter for iPhone,Teri Carter,http://www.twitter.com/teri_atthepaper,"Opinion columnist, Kentucky politics — Sober — Rescue dogs rule. @heraldleader @washingtonpost @kylantern @courierjournal",6450,2577,20-May-23,6:07 PM,Kentucky,,4298,107,10,34,34,107,10,FALSE,
12668,30-Oct-23,10:52AM,http://twitter.com/jacobrosecrants/statuses/1719004261588054029," @piper4missouri: She’s right ya know. ; Of course the presidency is important, but the bad things happening in your state are coming from your state house. Abortion bans, book bans, trans health bans, right to work, and school vouchers originate with your state Reps/Senators. We win when we take back state houses.",@jacobrosecrants,United States,English,6946,183,64.25,Negative,"book,course,health,presidency,school vouchers",(book OR books) NEAR (ban OR banned OR banning OR ban,"bans,book",7,"""1719004261588054029""","""734102611905765376""",Twitter for iPhone,Rep. Jacob Rosecrants,http://www.twitter.com/jacobrosecrants,"Champ for kids, teachers, parents, & public schools; reppin HD 46 in Norman. “Impossible is the word found only in a fool's dictionary.” ~ Napoleon Bonaparte",6946,1582,30-Oct-23,10:52 AM,Oklahoma,Norman,5095,153,7,23,23,153,7,FALSE, //twitter.com/piper4missouri/statuses/1718960055804952597
12679,3-Sep-23,04:28PM,http://twitter.com/TaneyCoMoDems/statuses/1698432861919994070," @lesliejones4mo: Ladies & Gentlemen. This is Leslie Jones who is running for HD 130, just west of Springfield. In 2022 her district ran unopposed. She only has 27 followers. Can we help her out? ; 40% of MO state races went uncontested last year. We gave these seats away to republicans who are stripping people of their healthcare rights, banning books, voting to defund our libraries and making our state less safe with the erosion of common sense gun safety laws   /xcE0oxY5KI",@TaneyCoMoDems,United States,English,862,183,7.97,Negative,"books,common sense gun safety laws,district,followers,healthcare rights,libraries,seats,unopposed",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",5,"""1698432861919994070""","""1617954147852029978""",Twitter for iPhone,Taney County Democrats Club,http://www.twitter.com/TaneyCoMoDems,Democrats from Taney County Missouri taneycountydemocrats@gmail.com,862,1580,3-Sep-23,4:28 PM,Missouri,,3916,118,4,59,61,118,4,FALSE, //twitter.com/lesliejones4mo/statuses/1692975154945528295
12792,18-Sep-23,09:13AM,http://twitter.com/Tara4Missouri/statuses/1703759255868764275," @piper4missouri: So ..... when are these Republican pumped-up patriots going to prevent lead and forever chemicals from getting in our water, fix our bridges, create jobs, offer rental price protection, and re-open rural hospitals? They aren't. ; The MO GOP has held a supermajority for 20 years. What’s their legacy? Struggling towns, crumbling roads, 4-day school weeks, hospital closures, abortion bans, trans healthcare bans, and book bans. What are they doing instead of governing? Burning the “woke agenda” in effigy…   /coBpOwjNt6",@Tara4Missouri,United States,English,1649,181,15.25,Negative,"abortion,agenda,book bans,chemicals,hospital closures,jobs,lead,legacy,offer rental price protection,open rural hospitals,roads,trans healthcare,up patriots",(book OR books) NEAR (ban OR banned OR banning OR ban,"bans,book",6,"""1703759255868764275""","""1507930280216178696""",Twitter Web App,TaraAnura4Missouri,http://www.twitter.com/Tara4Missouri,"Library clerk, civil servant, Priestess, author. Lifelong rural Missourian from a family of service members, farmers, educators, and small business owners. 🌈",1649,1523,18-Sep-23,9:13 AM,Missouri,Rolla,4229,131,8,42,42,131,8,FALSE, //twitter.com/piper4missouri/statuses/1703743352137556395
12811,11-Apr-23,09:48PM,http://twitter.com/NeolithicSheep/statuses/1645967012424810497, @poppy_northcutt: Jesus wept ; Yes. They actually did this! Missouri House Republicans voted to defund libraries after a federal court overturns a ban on 300 library books. #BanGunsNotBooks   /lhjjVkBRGu,@NeolithicSheep,Unknown,English,37883,162,350.42,Negative,"federal court,library books",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",9,"""1645967012424810497""","""81478236""",Twitter for Android,Shepherd,http://www.twitter.com/NeolithicSheep,"'Swear to god, you are like if the Foxfire books were set in hell.' - @UrsulaV Sort of famous in the eyes of the law. Trans. He/him I canceled Thoreau.",37883,408,11-Apr-23,9:48 PM,,,6948,141,2,19,19,141,2,FALSE, //twitter.com/poppy_northcutt/statuses/1645962923171299328
12902,21-Aug-23,02:00PM, //twitter.com/MDomino07/statuses/1693684621605544424,@JayAshcroftMO @ALALibrary When banning books doesn't go far enough @JayAshcroftMO wants to ban libraries.   /pAGd9ykSIr,@mdomino07,Unknown,English,28722,179,265.68,Negative,"books,libraries",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",9,"""1693684621605544424""","""1274684460802473987""",,🧡🕊MYSTIC🕊🧡💥I AM JACK'S INDICTMENTS 💥, //twitter.com/MDomino07,DISABLED. RN OF 30 YRS💥FIERCE DEFENDER OF DEMOCRACY💥RESISTANCE IS THE ONLY OPTION ~GEORGE CARLIN DISCIPLE~ 😻HOOMAN TO 2 CATS😻 🌈💞MOTHER OF 3 SONS💞🌈,28722,18117,21-Aug-23,2:00 PM,,,2265,156,2,21,21,156,2,FALSE, //twitter.com/JayAshcroftMO/statuses/1693253063572959609
12934,2-Apr-23,08:32AM,http://twitter.com/NeverTrumpNeve1/statuses/1642505287469768704," @cardon_brian: It seems like Missouri said to Florida, ""hold my beer""...what's next? ; In MO the extremist Republicans pulled all state aid for public libraries from the budget because they are mad that the librarians are suing the state for banning books, State Rep. Peter Merideth (D-MO) has some choice words. Listen! 👇#wtpBlue #DemVoice1   /HqohWGaOJI",@NeverTrumpNeve1,Unknown,English,5648,127,52.24,Negative,"beer,books,budget,choice words,public libraries",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",7,"""1642505287469768704""","""1354488191252889601""",Twitter Web App,Never Trump - Never Again!,http://www.twitter.com/NeverTrumpNeve1,"Here to expose collusion, corruption, and conspiracies. Agitator to bad politicians, especially in FL, where I'm a blue dot. Architecture~Science~Water~Truth",5648,6134,2-Apr-23,8:32 AM,,,1640,66,9,49,52,66,9,FALSE, //twitter.com/cardon_brian/statuses/1642166222711029762
13017,30-Aug-23,04:48PM, //twitter.com/RepCori/statuses/1696988356859625510," @stltoday: Missouri ranks amongst the highest in rates of child poverty and food insecurity, but ranks #1 in school censorship. MO lawmakers are more preoccupied with banning books—erasing Black history & LGBTQ+ voices—than investing in the well-being of our children.   /nbpllAsewM ; Missouri No. 1 for school censorship measures, report says   /WhitFs9CKG",@repcori,United States,English,118970,177,1100.47,Positive,"black history,books,children,poverty and food insecurity,rates of child,report,school censorship measures,voices,well",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10,"""1696988356859625510""","""1002630999052865536""",,Congresswoman Cori Bush, //twitter.com/RepCori,"Doing the most for MO-01 (STL)—starting with those with the greatest need. Politician + Activist = Politivist. Member, @HouseJudiciary, @OversightDems. She/her.",118970,296,30-Aug-23,4:48 PM,"Washington, D.C.","Washington, D.C.",11579,106,24,47,47,106,24,TRUE, //twitter.com/stltoday/statuses/1694347265215758781
13043,16-Mar-23,11:09AM,http://twitter.com/BillPascrell/statuses/1636384241494929410, @arappeport: Icymi the republican party leader-in-waiting Book Ban Ron doesn’t consider democracy abroad or at home a key US interest. ; Ron DeSantis Says Protecting Ukraine Is Not a Key U.S. Interest   /BuwykZM4On,@BillPascrell,United States,English,127379,141,1178.26,Negative,"home,interest",(book OR books) NEAR (ban OR banned OR banning OR ban,"Book,Ban",10,"""1636384241494929410""","""74508260""",Twitter for iPhone,"Bill Pascrell, Jr. 🇺🇸🇺🇦",http://www.twitter.com/BillPascrell,"🇺🇸 New Jersey’s Congressman, representing the Ninth District. @WaysMeansCmte member. Proud Patersonian",127379,372,16-Mar-23,11:09 AM,New Jersey,Paterson,4923,99,6,35,36,99,6,TRUE, //twitter.com/arappeport/statuses/1635448758858137601
13068,3-Sep-23,08:17PM,http://twitter.com/gavinbena/statuses/1698490437965627425," @lesliejones4mo: District 130 is a Trump +37.2 district on the outskirts of Springfield, Missouri. That's roughly between the partisan leans of North Dakota and West Virginia, but I'm certainly happy Leslie Jones is willing to put up a fight for the seat. Missourians deserve a choice for change.   /Q8OmC4ReSF ; 40% of MO state races went uncontested last year. We gave these seats away to republicans who are stripping people of their healthcare rights, banning books, voting to defund our libraries and making our state less safe with the erosion of common sense gun safety laws   /xcE0oxY5KI",@gavinbena,United States,English,4359,176,40.32,Negative,"books,choice for change,common sense gun safety laws,district,healthcare rights,libraries,partisan,seats,up a fight",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",7,"""1698490437965627425""","""4913658792""",Twitter Web App,Gavin Bena 🗳,http://www.twitter.com/gavinbena,"democracy nerd, content creator and student activist running for Glendale, Missouri’s Ward 1 in April 2024",4359,822,3-Sep-23,8:17 PM,Missouri,St. Louis,7150,152,6,18,18,152,6,FALSE, //twitter.com/lesliejones4mo/statuses/1692975154945528295
13140,11-May-23,07:40AM, //twitter.com/Truthse70279051/statuses/1656625353949958144,@WearetheLMNOP @judy4freedom What books are you planning to ban today! Dick and Jane?,@truthse70279051,Unknown,English,3428,170,31.71,Neutral,,(book OR books) NEAR (ban OR banned OR banning OR ban,"books,ban",7,"""1656625353949958144""","""1296882535230775297""",Twitter for iPhone,Truthseeker, //twitter.com/Truthse70279051,I don't like Liars! Trump lost! Quit voting against your own self interest!,3428,5001,11-May-23,7:40 AM,,,2977,140,25,5,5,140,25,FALSE, //twitter.com/WearetheLMNOP/statuses/1648423114668138496
13161,26-Nov-23,11:25PM,http://twitter.com/zacharydmallory/statuses/1728993369446322481,"Fund public education, #SchoolChoice is a scam and listen to former educators like @piper4missouri and you may be surprised what you'll learn. Pay teachers a liveable wage and stop banning books that each about diversity, equity and inclusion. Jess, I stand with you. Always.",@zacharydmallory,United States,English,5568,174,51.5,Negative,"books,diversity, equity and inclusion,fund public education,liveable wage,scam,teachers",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",7,"""1728993369446322481""","""716314814""",Twitter for Android,Zachary Mallory,http://www.twitter.com/zacharydmallory,🏳️‍🌈 advocate. Gun violence survivor. Kansas. @momsdemand Volunteer in Kansas. Advocate for mental health and suicide prevention. Dual Diagnosis.,5568,6125,26-Nov-23,11:25 PM,Kansas,Kansas City,4431,133,4,37,37,133,4,FALSE,
