index,Date,URL,Tweet,Influencer,Country,Language,Reach,Engagement,AVE,Sentiment,Key Phrases,Input Name,Keywords,Twitter Authority,Tweet Id,Twitter Id,Twitter Client,Twitter Screen Name,User Profile Url,Twitter Bio,Twitter Followers,Twitter Following,Alternate Date Format,Time,State,City,Views,Likes,Replies,Retweets,Shares,Reactions,Threads,Is Verified,Parent URL
3408,07-Dec-2022 02:11PM,http://twitter.com/JuddLegum/statuses/1600568610816147462,"Wait until all the right-wing activists trying to ban books from school libraries to protect children from ""inappropriate"" content find out about the internet",@JuddLegum,United States,English,542117.0,798,5014.58,Negative,"books from school,children,content,internet,libraries to protect,right-wing activists",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1600568610816147462""","""15464697""",TweetDeck,Judd Legum,http://www.twitter.com/JuddLegum,"I write Popular Information, an independent newsletter dedicated to accountability journalism. DMs open | judd@popular.info | jlegum@protonmail.com",542117.0,1331.0,7-Dec-22,2:11 PM,"Washington, D.C.","Washington, D.C.",,638,41,,119,638,41,True,
3409,15-Apr-2023 04:34PM,http://twitter.com/jdawsey1/statuses/1647337539785588736,"“Because of his stance on abortion and book banning . . . myself, and a bunch of friends, are holding our powder dry.” Billionaire Florida donor backs away from DeSantis:   /YKLe1i9Tbi",@jdawsey1,United States,English,328826.0,753,3041.64,Negative,"abortion and book,powder,stance",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning",10.0,"""1647337539785588736""","""38936142""",Twitter Web App,Josh Dawsey,http://www.twitter.com/jdawsey1,"Investigative political reporter @washingtonpost. The dog is Pepper. Always have bottles of sriracha and champagne at the ready. You can rely on me, honey.",328826.0,3666.0,15-Apr-23,4:34 PM,Washington,,150815.0,547,43,163.0,163,547,43,True,
3445,08-Jan-2023 10:49AM,http://twitter.com/JonathanTurley/statuses/1612114266332532738,"...On the Barrett book, it did not matter that these views are generally shared not only by over half of the Supreme Court and hundreds of judges but arguably half of the voters. After all, why burn books when you can effectively ban them?   /qm33NMbPnr",@JonathanTurley,United States,English,405126.0,781,3747.42,Negative,"Barrett book,Supreme Court and hundreds,half,judges,matter,views,voters",(book OR books) NEAR (ban OR banned OR banning OR ban,"books,ban",10.0,"""1612114266332532738""","""94784682""",Twitter Web App,Jonathan Turley,http://www.twitter.com/JonathanTurley,"Shapiro Chair of Public Interest Law at George Washington University, criminal defense attorney, columnist, and legal analyst. Blog: Res Ipsa   /cgZn5cA2kz",405126.0,352.0,8-Jan-23,10:49 AM,Washington,,,640,17,124.0,124,640,17,False,http://twitter.com/JonathanTurley/statuses/1612113738269597696
3463,24-Mar-2023 11:56AM,http://twitter.com/WhipKClark/statuses/1639295104291680258,The @HouseGOP just passed a bill that bans books and demonizes LGBTQ+ students. Culture wars over kids. Politics over parents. That's the MAGA Majority.,@WhipKClark,United States,English,143739.0,719,1329.59,Negative,"Culture wars,Politics over parents,bans books,bill,kids,students",(book OR books) NEAR (ban OR banned OR banning OR ban,"bans,books",10.0,"""1639295104291680258""","""2293131060""",Twitter Web App,Katherine Clark,http://www.twitter.com/WhipKClark,"Democratic Whip of the U.S. House of Representatives. Proudly representing the people of #MA5. Defender of women, kids & justice. She/Her",143739.0,1907.0,24-Mar-23,11:56 AM,"Washington, D.C.","Washington, D.C.",18128.0,431,106,172.0,182,431,106,True,
3490,12-Sep-2023 11:47AM,http://twitter.com/JudiciaryDems/statuses/1701623578175611243,Illinois was the first state in the nation to ban book bans. @ILSecOfState: “This legislation aims to unify our communities and seeks to restore a right that some of us may have grown to take for granted: the freedom to think for ourselves.”   /vJpK2A9zkQ,@JudiciaryDems,United States,English,80658.0,891,746.09,Negative,"book bans,communities,freedom,legislation,nation",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,book,bans",10.0,"""1701623578175611243""","""818513652814843906""",Twitter Media Studio,Senate Judiciary Committee,http://www.twitter.com/JudiciaryDems,"News from the U.S. Senate Judiciary Committee, chaired by @SenatorDurbin, author of the Dream Act and Fair Sentencing Act, fighter for equal justice under law.",80658.0,300.0,12-Sep-23,11:47 AM,"Washington, D.C.","Washington, D.C.",23064.0,557,117,189.0,217,557,117,True,
3520,28-Mar-2023 12:14PM,http://twitter.com/SymoneDSanders/statuses/1640749131324092419,"“We’re not going to fix it” I don’t understand. Folks have found ways to ban books + make drag shows illegal. In Utah they’ve found a way to control social media use for those under 18, but nothing we can do about the guns??   /G6s0PrlkM0",@SymoneDSanders,United States,English,422757.0,731,3910.5,Negative,"books,drag,guns,social media use,ways to ban",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1640749131324092419""","""2434051392""",Twitter for iPhone,Symone D. Sanders-Townsend,http://www.twitter.com/SymoneDSanders,Mrs. Townsend. Host @SYMONEmsnbc. Lash & nail enthusiast. Nebraska Girl. Text ME: 402-251-8021,422757.0,7348.0,28-Mar-23,12:14 PM,Washington,,54425.0,537,42,138.0,152,537,42,True,
3521,23-Mar-2023 10:11AM,http://twitter.com/JonahDispatch/statuses/1638906356639100928," @ALALibrary: This “banned books” campaign by the ALA has mostly been straight up propaganda and misinformation for decades now. Having a book removed from a library — even when it is a bad idea — is not “book banning.” ; There were 1,269 demands to ban or restrict library materials in 2022, the highest number of attempted #BookBans since we began compiling data more than 20 years ago.   /rlLhWO1IkA #UniteAgainstBookBans   /JzfbahBaSA",@JonahDispatch,United States,English,357584.0,785,3307.65,Negative,"bad idea,book,campaign,data,highest number,library materials,misinformation for decades,up propaganda",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,books,book,banning",10.0,"""1638906356639100928""","""71627462""",Twitter for iPhone,Jonah Goldberg,http://www.twitter.com/JonahDispatch,"Editor-in-Chief, @TheDispatch (http://TheDispatch.com), LAT columnist. AEI Fellow. Host Remnant Podcast. Majordomo for Zoë and Pippa.",357584.0,1336.0,23-Mar-23,10:11 AM,"Washington, D.C.","Washington, D.C.",382864.0,607,80,89.0,98,607,80,True, //twitter.com/ALALibrary/statuses/1638867884595191810
3542,25-Mar-2023 08:45PM,http://twitter.com/briansbrown/statuses/1639790585354637312,Every single one of our founding fathers would understand that sex-how-to books for children should be banned. Yes or No?,@briansbrown,United States,English,7781.0,685,71.97,Neutral,"children,founding fathers",(book OR books) NEAR (ban OR banned OR banning OR ban,"books,banned",7.0,"""1639790585354637312""","""17642409""",Twitter Web App,Brian Brown,http://www.twitter.com/briansbrown,"Husband to 1, Father to 9. Catholic. Advocate. Entrepreneur. Oxford, UCLA, Whittier.   /IXJCgRS8q9,   /3R5Aqcfhoy,   /k95nq0b1RE,   /o2qRhDQpmE. Same Parler.",7781.0,5859.0,25-Mar-23,8:45 PM,Washington,,21396.0,424,68,185.0,193,424,68,False,
3550,11-Mar-2023 10:47AM,http://twitter.com/JoshuaKarp/statuses/1634581826915188739,"Last week, Ron DeSantis held a press conference to lie about his book ban. The truth: in one Florida county, dozens of books — including award winning books about the Holocaust — are being banned by conservative activists.   /EWofG6Iy5e",@JoshuaKarp,United States,English,11453.0,650,105.94,Negative,"award,book ban,conservative activists,dozens of books,press conference,truth",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,ban",8.0,"""1634581826915188739""","""150544798""",Twitter Web App,Joshua Karp,http://www.twitter.com/JoshuaKarp,"Dad! Partner @LiftoffCrew. Communications + digital consultant. Progressive. Jew. #FlippedtheSenate with @Ossoff, alum of too many campaigns.",11453.0,7240.0,11-Mar-23,10:47 AM,Washington,,23433.0,395,30,219.0,225,395,30,False,
3577,02-Feb-2023 06:20PM,http://twitter.com/SchneiderLD35/statuses/1621287593886511104,"@GOP ...like banning books and discussions about racism, alienating LBGTQ kids, aggressive xenophobia, and forcing rape victims to give birth against their will.",@SchneiderLD35,United States,English,2941.0,829,27.2,Negative,"LBGTQ kids,aggressive xenophobia,birth,books and discussions,racism,rape victims",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",7.0,"""1621287593886511104""","""854811342980567041""",Twitter for Android,Nathan Schneider,http://www.twitter.com/SchneiderLD35,"Universal health care advocate, public education proponent, political consultant, foreign affairs advisor, and board member.",2941.0,490.0,2-Feb-23,6:20 PM,Washington,,,778,13,,38,778,13,True,http://twitter.com/GOP/statuses/1621273508108959744
3583,04-Mar-2023 10:25AM,http://twitter.com/SecCardona/statuses/1632039485239185414,"Some leaders seemed to be focused on culture wars instead of prioritizing student success. I want to be clear that banning books & AP coursework isn’t the answer. By learning from our mistakes, we make a better future for every American.",@SecCardona,United States,English,91993.0,754,850.94,Negative,"answer,better future,books & AP coursework,culture wars,leaders,mistakes,student success",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1632039485239185414""","""1364259892299767810""",Hootsuite Inc.,Secretary Miguel Cardona,http://www.twitter.com/SecCardona,"Official account for the 12th Secretary of Education. En la unión está la fuerza. In unity there is strength. Lifelong educator, husband, and father of two.",91993.0,128.0,4-Mar-23,10:25 AM,Washington,,41134.0,562,80,112.0,112,562,80,True,
3585,14-Nov-2023 05:11PM,http://twitter.com/emmma_camp_/statuses/1724550605023162538,"Kinda nuts that an obvious book-banning attempt is getting such rosy coverage because the challengers are on the left. In fairness, the story isn’t *completely* one-sided but never in a million billion years would a wapo piece about right-wing book suppression end like this. 🧵   /LyZc3SUO1N",@emmma_camp_,United States,English,8687.0,865,80.35,Negative,"attempt,challengers,fairness,left,nuts,obvious book,sided,story,such rosy coverage,wapo piece,wing book suppression end",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning",7.0,"""1724550605023162538""","""4798146377""",Twitter Web App,Emma Camp,http://www.twitter.com/emmma_camp_,"Assistant editor @reason // @uva grad, Lisa Simpson impersonator",8687.0,582.0,14-Nov-23,5:11 PM,"Washington, D.C.","Washington, D.C.",56235.0,663,24,99.0,99,742,24,True,
3634,12-Sep-2023 11:02AM, //twitter.com/townhallcom/statuses/1701612320085135667,".@nickineily: ""We don't put playboy in kindergartens. This isn't considered a book ban, but common sense."" ""I ask you to read some of these explicit paragraphs, and look at these sexual images with your children...and then tell your constituents whether you consider such content educational.""",@townhallcom,United States,English,361645.0,851,3345.22,Negative,"book ban,children,common sense,explicit paragraphs,playboy in kindergartens,sexual images,such content",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,ban",10.0,"""1701612320085135667""","""28614262""",,Townhall.com, //twitter.com/townhallcom,Townhall.com is the #1 conservative website with political commentary from over 100 columnists and a community of millions of grassroots conservatives.,361645.0,1147.0,12-Sep-23,11:02 AM,"Washington, D.C.","Washington, D.C.",37009.0,594,10,239.0,247,594,10,True,
3655,11-Jul-2023 10:00PM,http://twitter.com/DanielMillerEsq/statuses/1678947422645436416," @PENamerica: What’s so ironic is that Republicans are the ones calling their political opponents communists. Yet, it’s DeSantis who is acting like some Soviet commissar. Banning books. Censoring what can be taught in the classrooms. Attacking private corporations. What’s next, Pravda Ron? ; ""Lawyers defending the DeSantis administration... (have exposed) a core truth about his anti-woke directives: They really do constitute efforts at state censorship,"" writes Greg Sargent (@ThePlumLineGS) Read free:   /VtM37YthQG #StopWokeAct #Censorship #AcademicFreedom",@DanielMillerEsq,United States,English,5534.0,846,51.19,Negative,"Soviet commissar,books,classrooms,core truth,directives,political opponents communists,private corporations",(book OR books) NEAR (ban OR banned OR banning OR ban,"Banning,books",7.0,"""1678947422645436416""","""969045835""",Twitter for iPhone,(((Daniel Miller))),http://www.twitter.com/DanielMillerEsq,"Lawyer. Ad-maker. Democracy advocate. Words in Washington Post, Daily Beast, CNN, etc. Proud Dad. Views my own.",5534.0,1560.0,11-Jul-23,10:00 PM,"Washington, D.C.","Washington, D.C.",88366.0,635,24,187.0,187,635,24,False, //twitter.com/PENamerica/statuses/1678941269068767232
3657,18-Jun-2023 10:26PM, //twitter.com/thehill/statuses/1670618920179343361,"“It’s castrating them,” Maryland Gov. Wes Moore (D) said of the impact of book bans on children.   /eVxbyaq6dP",@thehill,United States,English,4464376.0,771,41295.48,Negative,"children,impact of book",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1670618920179343361""","""1917731""",SocialFlow,The Hill, //twitter.com/thehill,"The Hill is the premier source for policy and political news. Follow for tweets on what's happening in Washington, breaking news and retweets of our reporters.",4464376.0,332.0,18-Jun-23,10:26 PM,"Washington, D.C.","Washington, D.C.",266091.0,333,300,72.0,138,333,300,True,
3670,24-Apr-2023 08:39AM,http://twitter.com/JuddLegum/statuses/1650479612500103168,"5. Previously, challenges were always considered by a five-person committee which included a student, a parent, and a school-based librarian. The new Challenge Oversight Committee is comprised of three administrators empowered with the unilateral authority to ban books",@JuddLegum,United States,English,568173.0,711,5255.6,Neutral,"administrators,books,challenges,librarian,new Challenge Oversight Committee,parent,person committee,school,student,unilateral authority",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1650479612500103168""","""15464697""",TweetDeck,Judd Legum,http://www.twitter.com/JuddLegum,"I write Popular Information, an independent newsletter dedicated to accountability journalism. judd@popular.info | Signal/Text: 202-599-7124 | DMs open",568173.0,1337.0,24-Apr-23,8:39 AM,"Washington, D.C.","Washington, D.C.",19276.0,573,7,131.0,131,573,7,False,http://twitter.com/JuddLegum/statuses/1650478936676081665
3686,01-Feb-2023 05:30PM,http://twitter.com/WajahatAli/statuses/1620912478606737409,"A majority of Americans oppose book bans, which they equate with fascists & dictators. Biden Administration & Democrats have an opening here to attack DeSantis and Republicans and defend their Black base. The GOP is fine canceling freedom, liberties, the first amendment, & books.",@WajahatAli,United States,English,323093.0,729,2988.61,Negative,"Black base,book,fascists & dictators,first amendment,freedom,liberties,opening",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1620912478606737409""","""21733692""",Twitter Web App,Wajahat Ali,http://www.twitter.com/WajahatAli,Author of GO BACK TO WHERE YOU CAME FROM (Jan 2023 Paperback). wajahatmali@protonmail.com,323093.0,1934.0,1-Feb-23,5:30 PM,"Washington, D.C.",,,602,20,,107,602,20,True,
3712,09-May-2023 10:08AM,http://twitter.com/AndrewFeinberg/statuses/1655937863140409345,This book banning is getting out of control   /uDo5JLxGui,@AndrewFeinberg,United States,English,122113.0,740,1129.55,Negative,"book,control",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning",10.0,"""1655937863140409345""","""2249531""",Twitter for Mac,Andrew Feinberg,http://www.twitter.com/AndrewFeinberg,White House Correspondent for @Independent / slave to @GingerTheCorgi | tell me secrets: andrew.feinberg (at)   /JPqDoaZK5p or   /RhT3fSxEIl | DM 4 signal,122113.0,10379.0,9-May-23,10:08 AM,"Washington, D.C.","Washington, D.C.",93768.0,595,57,88.0,88,595,57,False,
3718,21-Jun-2023 12:23PM, //twitter.com/WajahatAli/statuses/1671554565420863490," @habibi_bros: Folks, here's The Habibi Bros, two Muslim dudes who repeat MAGA talking points and are beloved by the nastiest trolls who support the Muslim Ban, book bans, anti semitic conspiracy theories, and the Big Lie. It's a great grift...habibis. ;   /HALKWdO9wu",@wajahatali,United States,English,322688.0,803,2984.86,Negative,"Muslim dudes,anti semitic conspiracy theories,book,great grift,nastiest trolls,points",(book OR books) NEAR (ban OR banned OR banning OR ban,"Ban,book,bans",10.0,"""1671554565420863490""","""21733692""",Twitter for Android,Wajahat Ali, //twitter.com/WajahatAli,"Author of GO BACK TO WHERE YOU CAME FROM; Columnist for @thedailybeast, @Medium, @MSNBCDaily; Co-host Democracy-Ish Podcast. wajahatmali@protonmail.com",322688.0,1959.0,21-Jun-23,12:23 PM,"Washington, D.C.",,662173.0,199,580,24.0,24,199,580,False, //twitter.com/habibi_bros/statuses/1671524489308393477
3725,20-Dec-2022 08:57AM,http://twitter.com/JuddLegum/statuses/1605200600886550528,"36. If you are interested in issues of academic freedom and the efforts to ban scores of books from school libraries, subscribe to Popular Information. It's free to sign up.   /TfpCItdVSo",@JuddLegum,United States,English,548262.0,762,5071.42,Neutral,"academic freedom,efforts,issues,libraries,scores of books from school",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1605200600886550528""","""15464697""",TweetDeck,Judd Legum,http://www.twitter.com/JuddLegum,"I write Popular Information, an independent newsletter dedicated to accountability journalism. DMs open | judd@popular.info | jlegum@protonmail.com",548262.0,1328.0,20-Dec-22,8:57 AM,"Washington, D.C.","Washington, D.C.",,693,5,,64,693,5,True,http://twitter.com/JuddLegum/statuses/1605200340042801154
3739,24-Mar-2023 09:26AM,http://twitter.com/TheDemCoalition/statuses/1639257338262462465,"WATCH: The Democrat, in a speech on the House floor, cloaked shots at the Republican Party as he displayed a number of books targeting for bans, including Khaled Hosseini’s “The Kite Runner,” Margaret Atwood’s “The Handmaid’s Tale” and George Orwell’s   /KAYwJ5nSkh…",@TheDemCoalition,United States,English,521943.0,656,4827.97,Neutral,"House floor,cloaked shots,number of books,speech",(book OR books) NEAR (ban OR banned OR banning OR ban,"books,bans",10.0,"""1639257338262462465""","""713839291210792960""",Twitter Web App,Democratic Coalition,http://www.twitter.com/TheDemCoalition,We helped run #TheResistance against Trump and established the #ImpeachmentTaskForce. We campaign for Dems and have an aggressive online organizing program.,521943.0,33180.0,24-Mar-23,9:26 AM,"Washington, D.C.","Washington, D.C.",16659.0,483,8,158.0,165,483,8,True,
3740,09-Feb-2023 01:21PM,http://twitter.com/drvolts/statuses/1623749066571251712,"@mattyglesias @jbarro By ""identity politics for librarians,"" are you referring to opposition to banning books?",@drvolts,United States,English,195775.0,789,1810.92,Negative,"books,identity politics,librarians",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1623749066571251712""","""22737278""",Twitter Web App,David Roberts,http://www.twitter.com/drvolts,I run a newsletter/podcast called Volts about clean energy & politics. Subscribe & join the community at http://volts.wtf! (@drvolts@journa.host on Mastodon.),195775.0,3515.0,9-Feb-23,1:21 PM,Washington,Seattle,,746,11,,32,746,11,False,http://twitter.com/mattyglesias/statuses/1623689562202554370
3765,24-Mar-2023 08:12PM,http://twitter.com/thereidout/statuses/1639420070391853056,The far-right crusade against education has reached a new level. Many Americans are fighting back including 100-year-old Floridian Grace Linn who called out the fascism inherent in book banning at a school board meeting. She joins @AliVelshi tomorrow at 10aE @MSNBC. #TheReidOut   /jKICoCrTN7,@thereidout,United States,English,593447.0,641,5489.38,Neutral,"Many Americans,book,education,new level,old Floridian Grace Linn,out the fascism,right crusade,school board meeting",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,banning",10.0,"""1639420070391853056""","""205864193""",Wildmoka,The ReidOut,http://www.twitter.com/thereidout,#TheReidOut with @JoyAnnReid airs weeknights at 7 pm ET on @MSNBC. Watch top show clips at   /8fmfDP1V27. Read our #ReidOutBlog:   /sHiNubY7Bi. #reiders,593447.0,2428.0,24-Mar-23,8:12 PM,Washington,,23347.0,436,33,165.0,172,436,33,True,
3779,23-Mar-2023 04:40PM,http://twitter.com/RepChipRoy/statuses/1639004223483392002," @TPostMillennial: Don't be fooled: Democrats are defending keeping books depicting GRAPHIC SEX ACTS in school libraries. Indefensible. ; Rep. Chip Roy on banning books in school libraries: ""I hope they are successful in banning a number of books, the question is, which are those books? Are those for example 'Gender Queer'?...""   /xn7YckKuP6",@RepChipRoy,United States,English,175559.0,661,1623.92,Negative,"GRAPHIC SEX,books,books in school,example,number of books,question,school libraries",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",10.0,"""1639004223483392002""","""1082790600292925440""",Twitter Web App,Rep. Chip Roy Press Office,http://www.twitter.com/RepChipRoy,This is a staff account to provide updates to our constituents in Texas' 21st District.,175559.0,153.0,23-Mar-23,4:40 PM,"Washington, D.C.","Washington, D.C.",14346.0,466,46,139.0,149,466,46,True, //twitter.com/TPostMillennial/statuses/1638995452891734016
3782,22-Feb-2023 10:04AM,http://twitter.com/JuddLegum/statuses/1628410453792628736,"4. The Escambia County school board sided with Baggett and banned the book, rejecting the unanimous recommendation of a committee comprised of teachers, administrators, librarians, parents, and community members   /gILImgB9gJ",@JuddLegum,United States,English,553452.0,675,5119.43,Negative,"Escambia County school board sided,administrators,book,committee comprised,community members,librarians,parents,teachers,unanimous recommendation",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,book",10.0,"""1628410453792628736""","""15464697""",TweetDeck,Judd Legum,http://www.twitter.com/JuddLegum,"I write Popular Information, an independent newsletter dedicated to accountability journalism. judd@popular.info | Signal/Text: 202-599-7124 | DMs open",553452.0,1338.0,22-Feb-23,10:04 AM,"Washington, D.C.","Washington, D.C.",22571.0,541,11,123.0,123,541,11,True,http://twitter.com/JuddLegum/statuses/1628410072169586690
3806,19-Oct-2023 06:23PM,http://twitter.com/TomFitton/statuses/1715131574650384617,"NEW: @GovPritzker launches group to promote the killing of unborn human beings, pornography for children, and transgender extremist mutilating treatments. ""The group also has an eye for expanding down the road to address issues such as book bans, LGBTQ rights or…",@TomFitton,United States,English,2423544.0,801,22417.78,Positive,"book,group,group to promote,lgbtq rights,pornography for children,road,transgender extremist,treatments,unborn human beings",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1715131574650384617""","""18266688""",Twitter Web App,Tom Fitton,http://www.twitter.com/TomFitton,"President, Judicial Watch. Fact checker. ""Expert"" (These are my personal views only!) LATEST BEST SELLER BOOK: A Republic Under Assault:   /0SmAJ7aAGp",2423544.0,4117.0,19-Oct-23,6:23 PM,"Washington, D.C.","Washington, D.C.",54114.0,512,46,243.0,243,512,46,True,
3808,31-May-2023 10:26AM,http://twitter.com/SecCardona/statuses/1663914832561618950,"A lot of the recently banned books include stories of change, progress, and stories about communities of color. These books hold a lot of history. You cannot erase history, and I will challenge anyone who tries to.",@SecCardona,United States,English,95485.0,692,883.24,Positive,"history,lot of history,progress,recently banned books,stories about communities of color",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,books",10.0,"""1663914832561618950""","""1364259892299767810""",Hootsuite Inc.,Secretary Miguel Cardona,http://www.twitter.com/SecCardona,"Official account for the 12th Secretary of Education. En la unión está la fuerza. In unity there is strength. Lifelong educator, husband, and father of two.",95485.0,136.0,31-May-23,10:26 AM,Washington,,94050.0,428,162,102.0,102,428,162,True,
3838,23-Mar-2023 10:47AM,http://twitter.com/civilrightsorg/statuses/1638915301629624326,"BREAKING: 200+ civil rights and education organizations urge Congress to REJECT book bans and bigotry and support inclusion and respect. We are united in support of H.Res. 219, the Bill of Rights for Students and Parents, and strongly oppose H.R. 5:   /5FLbwIoLGN   /myJQZNzwDB",@civilrightsorg,United States,English,136961.0,592,1266.89,Negative,"BREAKING,Congress to REJECT,bigotry,book,civil rights,education organizations,inclusion",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",10.0,"""1638915301629624326""","""58503762""",Twitter Web App,The Leadership Conference,http://www.twitter.com/civilrightsorg,"The Leadership Conference on Civil and Human Rights — the nation’s oldest, largest, and most diverse civil and human rights coalition. Led by @mayawiley.",136961.0,997.0,23-Mar-23,10:47 AM,"Washington, D.C.","Washington, D.C.",54565.0,383,7,183.0,202,383,7,True,
3842,18-May-2023 08:37AM,http://twitter.com/JuddLegum/statuses/1659176409149865984,"@penguinrandom @PENamerica 6. The lawsuit argues that it is unconstitutional for the school board to ban books ""in a narrowly partisan or political manner.” This is based on the fundamental Constitutional principle prohibiting ""the official suppression of ideas.""   /rSBiKaiUGr",@JuddLegum,United States,English,570806.0,661,5279.96,Negative,"books,fundamental Constitutional principle,ideas,lawsuit,official suppression,political manner,school board",(book OR books) NEAR (ban OR banned OR banning OR ban,"ban,books",10.0,"""1659176409149865984""","""15464697""",TweetDeck,Judd Legum,http://www.twitter.com/JuddLegum,"I write Popular Information, an independent newsletter dedicated to accountability journalism. judd@popular.info | Signal/Text: 202-599-7124 | DMs open",570806.0,1339.0,18-May-23,8:37 AM,"Washington, D.C.","Washington, D.C.",12094.0,524,5,132.0,132,524,5,False,http://twitter.com/JuddLegum/statuses/1659176078697549826
3846,28-Jan-2023 10:48AM,http://twitter.com/zpleat/statuses/1619361740093022210," @Phil_Lewis_: Maybe reporters should start covering his Nazi-like book bans a bit more then ; Advisers to Florida Gov. Ron DeSantis are actively preparing for a possible presidential run, according to report   /giCbQ9DC3S",@zpleat,United States,English,2369.0,656,21.91,Neutral,"book,possible presidential run,reporters",(book OR books) NEAR (ban OR banned OR banning OR ban,"book,bans",7.0,"""1619361740093022210""","""22036565""",Twitter Web App,Zachary Pleat,http://www.twitter.com/zpleat,Research at Media Matters for America. All tweets are my own views but are backed by the Commissariat. he/him.,2369.0,188.0,28-Jan-23,10:48 AM,"Washington, D.C.","Washington, D.C.",,514,5,,137,514,5,False, //twitter.com/Phil_Lewis_/statuses/1619359198567075842
3867,10-Jun-2023 08:54PM,http://twitter.com/BrynnTannehill/statuses/1667696868136976384,The ways trans people are being squeezed out of public life are myriad: * Banned from healthcare * Effectively banned from schools * Books about trans people banned * Banned from sports * Laws ensuring discrimination against trans people is a legally protected right 6/n,@BrynnTannehill,United States,English,119411.0,662,1104.55,Negative,"healthcare,myriad,public life,schools,sports,ways",(book OR books) NEAR (ban OR banned OR banning OR ban,"banned,Books",10.0,"""1667696868136976384""","""877981025921638401""",Twitter Web App,Brynn Tannehill,http://www.twitter.com/BrynnTannehill,Author of three books. Former naval aviator. Spouse. Parent. Harbinger of doom. Personal account; views here are mine alone.,119411.0,1560.0,10-Jun-23,8:54 PM,"Washington, D.C.","Washington, D.C.",28482.0,530,7,125.0,125,530,7,False,http://twitter.com/BrynnTannehill/statuses/1667696866371284997
3916,29-Mar-2023 03:00PM,http://twitter.com/RepAngieCraig/statuses/1641153497918844929,"I’m a mom and a grandmother, and on behalf of parents everywhere I want to know – How many more children have to be murdered in their classrooms before Republicans will consider banning assault weapons instead of books? We need common sense gun safety laws NOW.   /ZT9UBFdkh9",@RepAngieCraig,United States,English,34518.0,689,319.29,Neutral,"assault weapons,behalf of parents,books,children,classrooms,common sense gun safety laws,grandmother",(book OR books) NEAR (ban OR banned OR banning OR ban,"banning,books",9.0,"""1641153497918844929""","""1080222360643485698""",Twitter for iPhone,Angie Craig,http://www.twitter.com/RepAngieCraig,"Mom of four boys, Mimi to Noah, wife to Cheryl and U.S. Representative for Minnesota’s 2nd District. Your voice matters and it’s an honor to serve you.",34518.0,945.0,29-Mar-23,3:00 PM,"Washington, D.C.","Washington, D.C.",20991.0,318,285,69.0,86,318,285,True,
3924,20-Jul-2023 09:54AM,http://twitter.com/JuddLegum/statuses/1682026069485043712,"8. Over the last year, Friedman has filed hundreds of challenges. And according to records obtained by @FLFreedomRead, Friedman has had considerable success. At least 120 books have been permanently banned, and many more remain unavailable pending review.",@JuddLegum,United States,English,569700.0,773,5269.73,Negative,"considerable success,hundreds of challenges,unavailable pending review",(book OR books) NEAR (ban OR banned OR banning OR ban,"books,banned",10.0,"""1682026069485043712""","""15464697""",TweetDeck Web App,Judd Legum,http://www.twitter.com/JuddLegum,"I write Popular Information, an independent newsletter dedicated to accountability journalism. judd@popular.info | Signal/Text: 202-599-7124 | DMs open",569700.0,1344.0,20-Jul-23,9:54 AM,"Washington, D.C.","Washington, D.C.",37701.0,671,4,97.0,98,671,4,False,http://twitter.com/JuddLegum/statuses/1682025657595731968
